ID;thesis_title;thesis_keywords;student_faculty;student_level;Problématique;interet;Méthode;technologies;description_sujet
553;Etude et formulation d’un béton autonettoyant pigmenté à partir des granulats locaux;béton autonettoyant, granulats locaux, formulation;Genie civil;TECH2;"""Comment assurer l'étanchéité et la résistance à la poussée hydrostatique des parois d'un réservoir enterré de grande capacité ?""";Innover avec le béton auto nettoyant;Formulation pigmentée locale;Béton autonettoyant Propreté;Développement d un béton durable gardant son éclat par l usage de granulats spécifiques
554;Etude de l’impact de l’action sismique dans la conception et le dimensionnement des ouvrages de soutènement en RDC;action sismique, ouvrages de soutènement, rdc;Genie civil;TECH2;"""Comment dimensionner les dalles en béton armé de la voirie du campus pour résister au trafic intense et aux eaux de ruissellement ?""";Résister aux poussées sismiques en RDC;Dimensionnement d ouvrages de soutènement;Action sismique Géotechnique;Prise en compte des efforts dynamiques dans le calcul des murs de protection des terres
555;CONCEPTION ET DIMENSIONNEMENT D’UN RESERVOIR A TOIT FLOTTANT POUR STOCKAGE DES HYDROCARBURES DANS LES CONDITIONS SISMIQUES EN VUE DE L’EXPLOITATION DU PETROLE DU KIVU :  Dans le territoire de RUTSHURU;réservoir hydrocarbures, toit flottant, conditions sismiques;Genie civil;TECH2;"""Comment dimensionner un système de décantation et de filtration efficace pour permettre le recyclage des eaux dans une station de lavage ?""";Stocker les hydrocarbures en zone sismique;Dimensionnement de réservoir à toit flottant;Pétrole Conditions sismiques;Conception d un système de stockage sécurisé pour l exploitation pétrolière face aux séismes
556;ETUDE DE L’INFLUENCE DU RAPPORT EAU-CIMENT SUR LA FISSURATION DU BETON À SON JEUNE ÂGE;rapport eau-ciment, fissuration du béton, jeune âge;Genie civil;L3;"""Comment vérifier la stabilité au glissement et au renversement d'un mur en gabions soumis à de fortes poussées de terres saturées ?""";Prévenir la fissuration du béton;Analyse du rapport eau ciment au jeune âge;Fissuration Béton;Étude de l influence du dosage en eau sur la durabilité et l intégrité des structures neuves
557;ETUDE DE L’INFLUENCE DU RAPPORT CIMENT/EAU SUR LA CONSISTANCE ET LA RESISTANCE DU BETON;rapport ciment-eau, consistance, résistance mécanique;Genie civil;TECH2;"""Comment dimensionner une charpente métallique de grande portée pour offrir un espace intérieur sans poteaux intermédiaires ?""";Optimiser la résistance du béton;Étude du rapport ciment eau et consistance;Résistance mécanique Béton;Corrélation entre la quantité d eau de gâchage et la performance finale à la compression
558;ETUDE DES PERTES DE CHARGE SUR LES LIGNES BASSE TENSION CAS DE LA CABINE SERUFULI;pertes de charge, basse tension, réseau électrique;Genie civil;L3;"""Comment quantifier et minimiser les chutes de tension en ligne pour optimiser la distribution électrique de la cabine Serufuli ?""";Réduire les pertes en ligne à Serufuli;Étude des chutes de tension basse tension;Réseau électrique BT;Optimisation de la distribution électrique par la minimisation des pertes de charge
559;ETUDE D'UNE STATION D'EPURATION DES EAUX PLUVIALES EN VUE D'APPROVISIONNEMENT EN EAU POTABLE DANS LE QUARTIER NDOSHO;station d’épuration, eaux pluviales, eau potable;Genie civil;L3;"""Comment dimensionner une chaîne de traitement efficace pour rendre les eaux pluviales potables et assurer l'approvisionnement à Ndosho ?""";Rendre l eau pluviale potable à Ndosho;Conception de station d épuration biologique;Potabilisation Eaux pluviales;Mise en place d une chaîne de traitement pour l approvisionnement en eau potable du quartier
560;DIMENSIONEMENT D'UNE CHAUSEE RIGIDE:APPLICATION A LA VOIRIE DU CAMPUS MOISE ULPGL/GOMA;chaussée rigide, dimensionnement routier, voirie universitaire;Genie civil;L3;"""Comment dimensionner les dalles en béton armé d'une chaussée rigide pour supporter le trafic lourd du campus Moïse à Goma ?""";Supporter le trafic lourd à l ULPGL;Dimensionnement de chaussée rigide;Voirie dalles béton;Calcul structural des dalles pour la voirie du campus Moïse soumise à de fortes charges
561;CONCEPTION ET DIMMENSIONNEMENT D'UN RESEAU D'ADDUCTION D'EAU POTABLE DANS LA LOCALITE DE TURUNGA;adduction d’eau potable, réseau hydraulique, turunga;Genie civil;L3;"""Comment assurer une pression de service constante et un débit suffisant dans le réseau d'adduction d'eau de la localité de Turunga ?""";Désenclaver la localité de Turunga;Conception de réseau d adduction d eau;Hydraulique potable;Assurer une pression de service constante et un débit suffisant pour les habitants
562;CONCEPTION ET DIMENSIONNEMENT DES OUVRAGES HYDRAULIQUES DE LUTTE CONTRE L'EROSION DANS LE QUARTIER NKAFU A BUKAVU;ouvrages hydrauliques, lutte contre l’érosion, nkafu;Genie civil;TECH2;"""Comment dimensionner des fossés et des ouvrages de dissipation d'énergie pour stopper l'érosion ravinante dans le quartier Nkafu ?""";Stopper le ravinement au quartier Nkafu;Ouvrages hydrauliques de lutte anti érosive;Érosion Bukavu;Dimensionnement de fossés de dissipation d énergie pour protéger les versants de Bukavu
563;CONCEPTION ET ETUDE D'UN PONT EN BETON PRECONTRAINT SUR LE RIZIZI;pont béton précontraint, dimensionnement, ruzizi;Genie civil;TECH2;"""Comment assurer la stabilité et limiter les flèches d'un pont en béton précontraint franchissant la rivière Ruzizi ?""";Franchir la rivière Ruzizi par précontrainte;Étude de stabilité et limitation des flèches;Béton précontraint Ruzizi;Conception d un pont de grande portée utilisant la technologie de la précontrainte
564;INFLUENCE DU TEMPS SUR LES PROPRIETES MECANIQUES DU CIMENT:cas du ciment NYIRAGONGO;vieillissement du ciment, propriétés mécaniques, nyiragongo;Genie civil;TECH2;"""Comment l'évolution du temps de stockage influence-t-elle la cinétique de durcissement et la résistance finale du ciment Nyiragongo ?""";Maîtriser la conservation du ciment;Influence du temps sur les propriétés;Ciment Nyiragongo;Analyse de la cinétique de durcissement en fonction de la durée de stockage du ciment
565;ETUDE D'UN RESEAU HYDRAULIQUE A L'ULPGL AU CAMPUS SALOMON;réseau hydraulique, campus universitaire, ulpgl;Genie civil;L3;"""Comment dimensionner le réseau de distribution hydraulique du campus Salomon pour garantir un accès équitable à l'eau potable ?""";Garantir l accès à l eau au campus Salomon;Dimensionnement de réseau de distribution;Hydraulique ULPGL;Optimisation du tracé et des pressions pour une distribution équitable de l eau potable
566;DU LIANT ECOLOGIQUE PAR AJOUT DES CENDRES DE BAGASSE DE CANNE A SUCRE;liant écologique, cendre de bagasse, matériaux durables;Genie civil;TECH2;"""Quelle proportion de cendres de bagasse de canne à sucre permet de stabiliser un mortier tout en conservant ses propriétés mécaniques ?""";Stabiliser les mortiers écologiquement;Ajout de cendres de bagasse de canne à sucre;Matériaux durables Bio sourcé;Utilisation de déchets agricoles comme liant partiel pour réduire l empreinte carbone
567;VALORISATION DE LA CHAUX HYDRAULIQUE DE KATALE DANS LE MORTIER DE MACONNERIE;chaux hydraulique, mortier de maçonnerie, valorisation;Genie civil;TECH2;"""Comment l'incorporation de la chaux de Katale modifie-t-elle l'adhérence et la maniabilité du mortier de maçonnerie ?""";Valoriser la chaux hydraulique de Katale;Amélioration du mortier de maçonnerie;Chaux hydraulique Valorisation;Impact sur l adhérence et la maniabilité des mortiers par l usage de chaux locale
568;ETUDE GEOTECHNIQUE EN VUE DE LA STABILISATION DES SOLS SUR L’AXE RIVIERE MURHUNDU, STATION DE CAPTAGE D’EAU DE KABARE (SUD-KIVU);géotechnique, stabilisation des sols, kabare;Genie civil;TECH2;"""Quelles techniques de stabilisation de sol sont les plus adaptées face à l'érosion sur l'axe de la rivière Murhundu à Kabare ?""";Sécuriser le captage de Murhundu;Techniques de stabilisation de sol;Érosion Kabare;Protection des infrastructures hydrauliques contre l érosion sur l axe de la rivière Murhundu
569;"AVANT-PROJET DE CONCEPTION ET DIMENSIONNEMENT D'UN HANGAR METALLIQUE SUPPORTANT UN PONT ROULANT."" Cas de la salle des machines de la micro-centrale hydroélectrique MONDO GUSTO de Rusthuru """;hangar métallique, pont roulant, dimensionnement;Genie civil;TECH2;"""Comment dimensionner les chemins de roulement et les portiques d'un hangar métallique pour supporter les charges mobiles d'un pont roulant ?""";Industrialiser le levage lourd;Dimensionnement de hangar métallique;Pont roulant Portiques;Conception de structures capables de supporter les chemins de roulement pour charges mobiles
570;CONCEPTION ET DIMENSIONNEMENT DE LA COQUE D’UN BATEAU MARCHAND DE 400TONNES SUR LE LAC KIVU;coque navale, bateau marchand, lac kivu;Genie civil;TECH2;"""Comment dimensionner l'ossature et le bordé d'une coque de 400 tonnes pour résister aux sollicitations de torsion sur le Lac Kivu ?""";Moderniser le transport sur le Kivu;Conception de coque de bateau marchand;Acier 400 tonnes;Dimensionnement de l ossature navale pour résister aux sollicitations de torsion et de houle
571;"CONCEPTION ET DIMENSIONNEMENT D’UN TUNNEL DANS LES
CONDITIONS GEOTECHNIQUES EXCEPTIONNELLES : Cas du
tunnel sous le Mont Goma à Goma";tunnel, géotechnique exceptionnelle, mont goma;Genie civil;TECH2;"""Comment assurer le soutènement et la stabilité d'un tunnel creusé dans les formations volcaniques instables du Mont Goma ?""";Percer le Mont Goma;Étude géotechnique de tunnel;Mont Goma Formations volcaniques;Analyse du soutènement et de la stabilité d un ouvrage souterrain en conditions instables
572;ETUDE DU TRAFIC ET DE L’ETABLISSEMENT D’UN PLAN DIRECTEUR AMENAGE D’UN RESEAU ROUTIER SUBURBAIN (Cas de la voirie de la ville de Butembo);trafic routier, plan directeur, voirie urbaine;Genie civil;TECH2;"""Comment structurer le plan directeur routier de Butembo pour fluidifier le trafic urbain et faciliter les extensions suburbaines ?""";Fluidifier le trafic à Butembo;Plan directeur d aménagement routier;Voirie urbaine Butembo;Structuration du réseau routier suburbain pour faciliter la mobilité et les extensions futures
573;ETUDE DE LA DUCTILITE DES STRUCTURES EN BETON ARME SOUS SOLLICITATION SISMIQUE;ductilité, béton armé, sollicitation sismique;Genie civil;TECH2;"""Comment le ferraillage transversal influence-t-il la ductilité des nœuds poteaux-poutres en zone sismique pour éviter une rupture fragile ?""";Optimiser la ductilité parasismique;Étude du ferraillage transversal;Nœuds poteaux poutres Béton;Amélioration de la capacité de déformation des structures en zone sismique pour éviter la rupture
574;"ETUDE DU COMPORTEMENT DE STRUCTURES EN ZONE SISMIQUE
Cas de deux bâtiments R+4 et R+6, en béton armé et en métallique, d’usage commercial à Goma avec RPA99/2003";structures en zone sismique, béton armé, structure métallique;Genie civil;TECH2;"""Comment l'augmentation de la hauteur de R+4 à R+6 modifie-t-elle la période propre de vibration et la vulnérabilité sismique à Goma ?""";Comparer la vulnérabilité des étages;Analyse du comportement R+4 vs R+6;RPA99 2003 Goma;Influence de l augmentation de la hauteur sur la période de vibration et la sécurité des bâtiments
